Reader,Title,Author,ISBN,My Rating,Average Rating,Publisher,Number of Pages,Year Published,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf
Jen,"Darkest Hour (Age of Misrule, #2)",Mark Chadbourn,1591027403,0,3.95,Pyr,464,2009,7/15/14,to-read,to-read (#262),to-read
Jen,"World's End (Age of Misrule, #1)",Mark Chadbourn,159102739X,0,3.73,Pyr,413,2009,7/15/14,to-read,to-read (#261),to-read
Jen,"Summer Knight (The Dresden Files, #4)",Jim Butcher,0451458923,0,4.3,Roc,446,2002,7/15/14,to-read,to-read (#260),to-read
Jen,"White Night (The Dresden Files, #9)",Jim Butcher,045146155X,0,4.4,Roc,467,2008,7/15/14,to-read,to-read (#259),to-read
Jen,"Dead Beat (The Dresden Files, #7)",Jim Butcher,045146091X,0,4.43,Roc,517,2006,7/15/14,to-read,to-read (#258),to-read
Jen,"Consider Phlebas (Culture, #1)",Iain M. Banks,031600538X,0,3.86,Orbit,527,2008,7/15/14,to-read,to-read (#257),to-read
Jen,The Iron Dragon's Daughter,Michael Swanwick,0380972336,0,3.69,Avon Books,424,2012,7/15/14,to-read,to-read (#256),to-read
Jen,"The Diviners (The Diviners, #1)",Libba Bray,031612611X,0,3.97,"Little, Brown Books for Young Readers",578,2012,7/14/14,to-read,to-read (#255),to-read
Jen,Zoo City,Lauren Beukes,0007327684,0,3.64,Angry Robot,416,2010,7/14/14,to-read,to-read (#254),to-read
Jen,"Of Poseidon (The Syrena Legacy, #1)",Anna Banks,1250003326,0,4.03,Feiwel & Friends,324,2012,7/12/14,to-read,to-read (#253),to-read
Jen,Looking for Alaska,John Green,0142402516,4,4.05,Speak,221,2006,7/3/14,,,read
Jen,"The Assassin's Curse (The Assassin's Curse, #1)",Cassandra Rose Clarke,1908844019,0,3.69,Strange Chemistry,298,2012,6/10/14,to-read,to-read (#252),to-read
Jen,"Aristotle and Dante Discover the Secrets of the Universe (Aristotle and Dante Discover the Secrets of the Universe, #1)",Benjamin Alire Sáenz,1442408928,0,4.34,Simon & Schuster Books for Young Readers,359,2012,6/10/14,to-read,to-read (#251),to-read
Jen,Eleanor & Park,Rainbow Rowell,1250012570,5,4.08,St. Martin's Press,328,2013,6/1/14,,,read
Jen,"Joust (Dragon Jousters, #1)",Mercedes Lackey,0756401534,4,4.02,DAW,448,2004,8/10/13,,,read
Jen,"Fool's Assassin (The Fitz and The Fool Trilogy, #1)",Robin Hobb,0007444176,0,4.37,Harper Voyager,630,2014,6/1/14,to-read,to-read (#250),to-read
Jen,"Thief's Magic (Millennium’s Rule, #1)",Trudi Canavan,0316209279,0,3.85,Orbit,553,2014,6/1/14,to-read,to-read (#249),to-read
Jen,"Shadows (The Rephaim, #1)",Paula Weston,,0,3.97,Text Publishing,388,2012,5/25/14,to-read,to-read (#248),to-read
Jen,"Angelfall (Penryn & the End of Days, #1)",Susan Ee,144477851X,0,4.16,Hodder and Stoughton,326,2013,5/25/14,to-read,to-read (#247),to-read
Jen,A Monster Calls,Patrick Ness,1406336513,0,4.37,Walker,240,2012,5/22/14,to-read,to-read (#246),to-read
Jen,The Night Circus,Erin Morgenstern,0099554798,0,4.04,"Vintage Books, Random House",502,2012,5/22/14,to-read,to-read (#245),to-read
Jen,"Saga, Vol. 1",Brian K. Vaughan,1607066017,0,4.2,Image Comics,176,2012,5/22/14,to-read,to-read (#244),to-read
Jen,Ancillary Justice (Imperial Radch #1),Ann Leckie,031624662X,0,3.98,Orbit,386,2013,5/22/14,to-read,to-read (#243),to-read
Jen,"The One (The Selection, #3)",Kiera Cass,0062060015,5,4.2,HarperTeen,368,2014,5/21/14,,,read
Jen,"The Elite (The Selection, #2)",Kiera Cass,0062059963,4,4.02,HarperTeen,336,2013,5/20/14,,,read
Jen,"The Quantum Thief (Jean le Flambeur, #1)",Hannu Rajaniemi,0575088877,0,3.83,Gollancz,336,2010,5/20/14,to-read,to-read (#242),to-read
Jen,"The Emperor's Blades (Chronicle of the Unhewn Throne, #1)",Brian Staveley,0765336405,0,4.11,Tor Books,480,2014,5/20/14,to-read,to-read (#241),to-read
Jen,"The Fractal Prince (Jean le Flambeur, #2)",Hannu Rajaniemi,,0,4.05,Tor Books,320,2012,5/20/14,to-read,to-read (#240),to-read
Jen,"Embrace (The Violet Eden Chapters, #1)",Jessica Shirvington,,0,4,Hachette Australia,382,2010,5/20/14,to-read,to-read (#239),to-read
Jen,"The Last Kingdom (The Saxon Stories, #1)",Bernard Cornwell,0060887184,0,4.25,Harper Paperbacks,351,2006,5/20/14,to-read,to-read (#238),to-read
Jen,"Foreigner (Foreigner, #1)",C.J. Cherryh,0756402514,0,3.94,DAW,428,2004,5/20/14,to-read,to-read (#237),to-read
Jen,"The Selection (The Selection, #1)",Kiera Cass,0062059939,4,4.14,HarperTeen,336,2012,5/10/14,,,read
Jen,"The Knife of Never Letting Go (Chaos Walking, #1)",Patrick Ness,1406310255,0,3.97,Walker,479,2008,5/19/14,to-read,to-read (#236),to-read
Jen,The Book of Lost Things,John Connolly,0743298853,0,3.98,Atria Books,339,2006,5/19/14,to-read,to-read (#235),to-read
Jen,"Seraphina (Seraphina, #1)",Rachel Hartman,,0,3.96,Random House Books for Young Readers,499,2013,5/19/14,to-read,to-read (#234),to-read
Jen,The Martian,Andy Weir,0804139024,4,4.4,Crown,369,2014,5/4/14,,,read
Jen,Stolen: A Letter to My Captor,Lucy Christopher,1906427135,0,3.92,Chicken House Ltd,304,2009,5/15/14,to-read,to-read (#233),to-read
Jen,"Blood Song (Raven's Shadow, #1)",Anthony Ryan,,0,4.44,Anthony  Ryan,591,2012,5/11/14,to-read,to-read (#232),to-read
Jen,"Grave Mercy (His Fair Assassin, #1)",Robin LaFevers,054762834X,0,3.9,Houghton Mifflin Harcourt,549,2012,5/10/14,to-read,to-read (#231),to-read
Jen,"The Hundred Thousand Kingdoms (Inheritance, #1)",N.K. Jemisin,0316043915,0,3.84,Hachette Book Group Orbit,427,2010,5/10/14,to-read,to-read (#230),to-read
Jen,"The Darkest Minds (The Darkest Minds, #1)",Alexandra Bracken,1423157370,0,4.2,Disney Hyperion,488,2012,5/10/14,to-read,to-read (#229),to-read
Jen,"Throne of Glass (Throne of Glass, #1)",Sarah J. Maas,,0,4.22,Bloomsbury,404,2012,5/7/14,to-read,to-read (#228),to-read
Jen,"New Amsterdam (New Amsterdam, #1)",Elizabeth Bear,1596061065,0,3.55,Subterranean Press,272,2007,5/7/14,to-read,to-read (#227),to-read
Jen,"Blood and Iron (Promethean Age, #1)",Elizabeth Bear,0451460928,0,3.44,Ace Books,448,2006,5/7/14,to-read,to-read (#226),to-read
Jen,"All the Windwracked Stars (The Edda of Burdens, #1)",Elizabeth Bear,0765318822,0,3.64,Tor Books,368,2008,5/7/14,to-read,to-read (#225),to-read
Jen,"Dust (Jacob's Ladder, #1)",Elizabeth Bear,055359107X,0,3.65,Spectra,342,2008,5/7/14,to-read,to-read (#224),to-read
Jen,"Range of Ghosts (Eternal Sky, #1)",Elizabeth Bear,0765327546,0,3.7,Tor Books,334,2012,5/7/14,to-read,to-read (#223),to-read
Jen,"Hammered (Jenny Casey, #1)",Elizabeth Bear,0553587501,0,3.7,Spectra,352,2004,5/7/14,to-read,to-read (#222),to-read
Jen,"The Stepsister Scheme (Princess, #1)",Jim C. Hines,0756405327,0,3.75,DAW,344,2009,5/7/14,to-read,to-read (#221),to-read
Jen,"Libriomancer (Magic Ex Libris, #1)",Jim C. Hines,0756407397,0,3.81,DAW,308,2012,5/7/14,to-read,to-read (#220),to-read
Jen,"Goblin Quest (Jig the Goblin, #1)",Jim C. Hines,0756404002,0,4.01,DAW,346,2006,5/7/14,to-read,to-read (#219),to-read
Jen,"Graceling (Graceling Realm, #1)",Kristin Cashore,015206396X,4,4.09,Harcourt,471,2008,7/19/13,,,read
Jen,"Harry Potter and the Half-Blood Prince (Harry Potter, #6)",J.K. Rowling,0439785960,3,4.56,Scholastic Inc.,652,2006,6/8/13,,,read
Jen,"Bastion (Valdemar: Collegium Chronicles, #5)",Mercedes Lackey,0756409446,4,3.99,Daw Books,342,2013,11/16/13,,,read
Jen,"Prince of Fools (The Red Queen's War, #1)",Mark  Lawrence,0425268780,0,4.07,Ace,355,2014,4/12/14,to-read,to-read (#218),to-read
Jen,"Beyond the Shadows (Night Angel, #3)",Brent Weeks,0316033669,0,4.28,Orbit,689,2008,4/11/14,to-read,to-read (#217),to-read
Jen,"Shadow's Edge (Night Angel, #2)",Brent Weeks,0316033650,0,4.27,Orbit,636,2008,4/11/14,to-read,to-read (#216),to-read
Jen,"The Name of the Wind (The Kingkiller Chronicle, #1)",Patrick Rothfuss,075640407X,5,4.54,Penguin Group DAW,662,2007,7/19/13,,,read
Jen,"The Hidden City (The House War, #1)",Michelle West,0756404703,0,4.09,DAW,615,2008,4/11/14,to-read,to-read (#215),to-read
Jen,"Blackbirds (Miriam Black, #1)",Chuck Wendig,0857662309,0,3.76,Angry Robot,381,2012,4/4/14,to-read,to-read (#214),to-read
Jen,A Clockwork Orange,Anthony Burgess,0393312836,0,3.99,W. W. Norton & Company,213,1986,3/16/14,to-read,to-read (#213),to-read
Jen,Lolita,Vladimir Nabokov,,0,3.89,Penguin,331,1995,3/16/14,to-read,to-read (#212),to-read
Jen,"Catch-22 (Catch-22, #1)",Joseph Heller,0684833395,0,3.98,Simon & Schuster ,453,2004,3/16/14,to-read,to-read (#211),to-read
Jen,Life of Pi,Yann Martel,0770430074,0,3.9,Seal Books,460,2006,3/16/14,to-read,to-read (#210),to-read
Jen,The Alchemist,Paulo Coelho,0061122416,0,3.86,HarperCollins,197,1993,3/16/14,to-read,to-read (#209),to-read
Jen,Of Mice and Men,John Steinbeck,0142000671,4,3.86,Penguin Books,103,2002,3/16/14,,,read
Jen,"Night (The Night Trilogy, #1)",Elie Wiesel,0374500010,0,4.32,Hill and Wang,115,2006,3/16/14,to-read,to-read (#208),to-read
Jen,"The Giver (The Giver, #1)",Lois Lowry,0385732554,0,4.13,Ember,208,2006,3/16/14,to-read,to-read (#207),to-read
Jen,Lord of the Flies,William Golding,0140283331,0,3.67,Penguin Books ,182,1999,3/16/14,to-read,to-read (#206),to-read
Jen,"The Chronicles of Narnia (Chronicles of Narnia, #1-7)",C.S. Lewis,0066238501,0,4.26,HarperCollins,767,2002,3/16/14,to-read,to-read (#205),to-read
Jen,The Little Prince,Antoine de Saint-Exupéry,0156012197,0,4.3,"Harcourt, Inc.",93,2000,3/16/14,to-read,to-read (#204),to-read
Jen,The Catcher in the Rye,J.D. Salinger,0316769177,0,3.8,Back Bay Books,277,2001,3/16/14,to-read,to-read (#203),to-read
Jen,Pride and Prejudice,Jane Austen,,0,4.25,Modern Library,279,2000,3/16/14,to-read,to-read (#202),to-read
Jen,The Road,Cormac McCarthy,0307265439,0,3.96,Alfred A. Knopf,241,2006,3/12/14,to-read,to-read (#201),to-read
Jen,"Blood Meridian, or the Evening Redness in the West",Cormac McCarthy,0679728759,0,4.17,Vintage Books,337,1992,3/12/14,to-read,to-read (#200),to-read
Jen,Moth and Spark,Anne  Leonard,0670015709,0,3.2,Viking Adult,368,2014,3/12/14,to-read,to-read (#199),to-read
Jen,"Do Androids Dream of Electric Sheep? (Blade Runner, #1)",Philip K. Dick,0345404475,4,4.08,Del Rey / Ballantine Books,244,1996,2/3/14,,,read
Jen,Your Inner Fish: A Journey Into the 3.5-Billion-Year History of the Human Body,Neil Shubin,0375424474,0,3.99,Pantheon Books,229,2008,2/16/14,to-read,to-read (#198),to-read
Jen,The Red Queen: Sex and the Evolution of Human Nature,Matt Ridley,0060556579,0,4.04,Harper Perennial (HarperCollins),405,2003,2/16/14,to-read,to-read (#197),to-read
Jen,The God Delusion,Richard Dawkins,0618680004,0,3.9,Houghton Mifflin Co. (Boston/NY),374,2006,2/16/14,to-read,to-read (#196),to-read
Jen,Stiff: The Curious Lives of Human Cadavers,Mary Roach,0393324826,0,4.06,W. W. Norton  Company,303,2004,2/16/14,to-read,to-read (#195),to-read
Jen,The Greatest Show on Earth: The Evidence for Evolution,Richard Dawkins,059306173X,0,4.16,Bantam Press,470,2009,2/16/14,to-read,to-read (#194),to-read
Jen,The Selfish Gene,Richard Dawkins,0199291152,0,4.13,"Oxford University Press, USA",360,2006,2/16/14,to-read,to-read (#193),to-read
Jen,"Sabriel (Abhorsen,  #1)",Garth Nix,0064471837,0,4.17,Harper Collins,491,1996,2/10/14,to-read,to-read (#192),to-read
Jen,"The Magicians' Guild (Black Magician Trilogy, #1)",Trudi Canavan,,0,3.95,HarperCollins,384,2009,2/10/14,to-read,to-read (#191),to-read
Jen,"Howl's Moving Castle (Howl's Moving Castle, #1)",Diana Wynne Jones,006441034X,0,4.3,Harper Trophy,329,2001,2/10/14,to-read,to-read (#190),to-read
Jen,"The Fire Within (The Last Dragon Chronicles, #1)",Chris d'Lacey,0439672449,0,3.78,Scholastic Inc.,340,2007,2/3/14,,,read
Jen,"Redoubt (Valdemar: Collegium Chronicles, #4)",Mercedes Lackey,0756407451,4,3.95,DAW,330,2012,11/16/13,,,read
Jen,"Changes (Valdemar: Collegium Chronicles, #3)",Mercedes Lackey,0756406927,4,3.95,DAW,326,2011,8/10/13,,,read
Jen,"Intrigues (Valdemar: Collegium Chronicles, #2)",Mercedes Lackey,0756406390,3,3.96,DAW,328,2010,12/20/13,,,read
Jen,"Insurgent (Divergent, #2)",Veronica Roth,0007442912,4,4.04,HarperCollins Children's Books,525,2012,8/10/13,,,read
Jen,The Book Thief,Markus Zusak,0375831002,4,4.37,Alfred A. Knopf,552,2006,7/19/13,,,read
Jen,Black Blade Blues (Sarah Beauhall #1),J.A. Pitts,0765324679,3,3.43,Tor Books,400,2010,6/22/13,,,read
Jen,"Dark Currents (Agent of Hel, #1)",Jacqueline Carey,0451464788,0,3.79,Roc Hardcover,356,2012,12/5/13,to-read,to-read (#189),to-read
Jen,I Am Legend,Richard Matheson,1857988094,0,4.06,Millenium,160,1999,12/4/13,to-read,to-read (#188),to-read
Jen,"Oryx and Crake (MaddAddam, #1)",Margaret Atwood,0385721676,0,4.01,Anchor Books,389,2004,12/3/13,to-read,to-read (#187),to-read
Jen,The Ocean at the End of the Lane,Neil Gaiman,0062255657,0,4,William Morrow Books,181,2013,12/3/13,to-read,to-read (#186),to-read
Jen,"Life After Life (Todd Family, #1)",Kate Atkinson,0316176486,0,3.76,Reagan Arthur Books,531,2013,12/3/13,to-read,to-read (#185),to-read
Jen,"The Constant Princess (The Plantagenet and Tudor Novels, #6)",Philippa Gregory,0743272498,0,3.9,Washington Square Press,390,2006,11/30/13,to-read,to-read (#184),to-read
Jen,Pandemonium,Warren Fahy,0765333295,0,3.69,Tor Books,320,2013,11/29/13,to-read,to-read (#183),to-read
Jen,Fragment,Warren Fahy,0553807536,0,3.68,Delacorte Press,356,2009,11/29/13,to-read,to-read (#182),to-read
Jen,The Invisible Man,H.G. Wells,0451528522,0,3.64,Signet Classics,192,2002,11/19/13,to-read,to-read (#181),to-read
Jen,"Ringworld (Ringworld, #1)",Larry Niven,0575077026,0,3.96,Gollancz,288,2005,11/19/13,to-read,to-read (#180),to-read
Jen,Slaughterhouse-Five,Kurt Vonnegut,0385333846,0,4.07,Dial Press,275,1999,11/19/13,to-read,to-read (#179),to-read
Jen,"A Wrinkle in Time (Time Quintet, #1)",Madeleine L'Engle,0440498058,0,4,Yearling Books,211,1973,11/19/13,to-read,to-read (#178),to-read
Jen,Brave New World,Aldous Huxley,0060929871,0,3.98,HarperPerennial / Perennial Classics,288,1998,11/19/13,to-read,to-read (#177),to-read
Jen,Fahrenheit 451,Ray Bradbury,0307347974,0,3.98,DeBolsillo,175,2004,11/19/13,to-read,to-read (#176),to-read
Jen,1984,George Orwell,,0,4.17,New American Library,328,1950,11/19/13,to-read,to-read (#175),to-read
Jen,"Dune (Dune Chronicles, #1)",Frank Herbert,0340839937,0,4.22,Hodder & Stoughton,604,2006,11/19/13,to-read,to-read (#174),to-read
Jen,"Old Man's War (Old Man's War, #1)",John Scalzi,0765348276,0,4.24,Tor Books,351,2007,11/19/13,to-read,to-read (#173),to-read
Jen,"The Way of Shadows (Night Angel, #1)",Brent Weeks,0316033677,4,4.15,Orbit,645,2008,11/16/13,,,read
Jen,"Daughter of the Blood (The Black Jewels, #1)",Anne Bishop,0451456718,0,4.1,Roc NAL (New American Library) Penguin,412,1998,11/16/13,to-read,to-read (#172),to-read
Jen,"Lord of the Fading Lands (Tairen Soul, #1)",C.L. Wilson,1897331894,0,4.02,Audio Realms,16,2010,11/16/13,to-read,to-read (#171),to-read
Jen,"The Elvenbane (Halfblood Chronicles, #1)",Andre Norton,0812511751,0,3.95,Tor Books,566,1993,11/16/13,to-read,to-read (#170),to-read
Jen,"The Final Empire (Mistborn, #1)",Brandon Sanderson,076531178X,0,4.45,Tor Books,541,2006,11/14/13,to-read,to-read (#169),to-read
Jen,"The Last Unicorn (The Last Unicorn, #1)",Peter S. Beagle,0451450523,0,4.17,Penguin Roc,294,2008,11/14/13,to-read,to-read (#168),to-read
Jen,"Lord Foul's Bane (The Chronicles of Thomas Covenant the Unbeliever, #1)",Stephen R. Donaldson,0345348656,0,3.72,Del Rey / Ballantine,480,1989,11/14/13,to-read,to-read (#167),to-read
Jen,Nine Princes in Amber (The Chronicles of Amber #1),Roger Zelazny,0380014300,0,4.09,Avon,175,1986,11/14/13,to-read,to-read (#166),to-read
Jen,"Vicious (Villains, #1)",V.E. Schwab,0765335344,0,4.25,Tor,368,2013,11/4/13,to-read,to-read (#165),to-read
Jen,The River of No Return,Bee Ridgway,0525953868,0,3.69,Dutton,452,2013,11/4/13,to-read,to-read (#164),to-read
Jen,"The Republic of Thieves (Gentleman Bastard, #3)",Scott Lynch,0553804693,0,4.23,Del Rey,650,2013,11/4/13,to-read,to-read (#163),to-read
Jen,"The Eye of the World (The Wheel of Time, #1)",Robert Jordan,0812511816,0,4.19,Tor Books,814,1990,11/4/13,to-read,to-read (#162),to-read
Jen,"The Golem and the Jinni (The Golem and the Jinni, #1)",Helene Wecker,0062110837,0,4.11,Harper,486,2013,11/4/13,to-read,to-read (#161),to-read
Jen,"The Emperor's Edge (The Emperor's Edge, #1)",Lindsay Buroker,,0,4.03,,324,2010,11/4/13,to-read,to-read (#160),to-read
Jen,The Ghost Bride,Yangsze Choo,0062227327,0,3.76,William Morrow,368,2013,11/4/13,to-read,to-read (#159),to-read
Jen,"The Firebird (Slains, #2)",Susanna Kearsley,140227663X,0,4.09,Sourcebooks Landmark,539,2013,11/4/13,to-read,to-read (#158),to-read
Jen,"The Crown Tower (The Riyria Chronicles, #1)",Michael J. Sullivan,031624371X,0,4.33,Orbit ,384,2013,11/4/13,to-read,to-read (#157),to-read
Jen,"The Companions (The Sundering, #1; Legend of Drizzt, #24)",R.A. Salvatore,0786963719,0,4.34,Wizards of the Coast,378,2013,11/4/13,to-read,to-read (#156),to-read
Jen,"The Dragon Keeper (Rain Wild Chronicles, #1)",Robin Hobb,0007273746,0,3.94,Voyager,553,2009,11/4/13,to-read,to-read (#155),to-read
Jen,"Angels' Blood (Guild Hunter, #1)",Nalini Singh,0425226921,0,4.1,Berkley Sensation,339,2009,11/2/13,to-read,to-read (#154),to-read
Jen,Jonathan Strange & Mr Norrell,Susanna Clarke,,0,3.82,Tor Books,1006,2006,10/31/13,to-read,to-read (#153),to-read
Jen,"The Mists of Avalon (Avalon, #1)",Marion Zimmer Bradley,0345350499,0,4.12,Ballantine Books,884,1984,10/31/13,to-read,to-read (#152),to-read
Jen,A Wizard of Earthsea,Ursula K. Le Guin,0553383043,0,4,Bantam Spectra,183,2004,10/31/13,to-read,to-read (#151),to-read
Jen,"Wizard's First Rule (Sword of Truth, #1)",Terry Goodkind,0765346524,0,4.13,Tor Books,836,2003,10/31/13,to-read,to-read (#150),to-read
Jen,The Princess Bride,William Goldman,0345418263,0,4.26,Ballantine Books,456,2003,10/31/13,to-read,to-read (#149),to-read
Jen,"American Gods (American Gods, #1)",Neil Gaiman,0747263744,0,4.11,Headline Review,635,2005,10/31/13,to-read,to-read (#148),to-read
Jen,"Boneshaker (The Clockwork Century, #1)",Cherie Priest,0765318415,0,3.5,Tor Books,416,2009,10/31/13,to-read,to-read (#147),to-read
Jen,"The Wise Man's Fear (The Kingkiller Chronicle, #2)",Patrick Rothfuss,0756404738,0,4.57,DAW Books,994,2011,10/28/13,to-read,to-read (#146),to-read
Jen,"God's War (Bel Dame Apocrypha, #1)",Kameron Hurley,159780214X,0,3.65,Night Shade Books,288,2011,10/24/13,to-read,to-read (#145),to-read
Jen,"The Winds of Khalakovo (Lays of Anuskaya, #1)",Bradley P. Beaulieu,,0,3.32,Night Shade Books,449,2011,10/24/13,to-read,to-read (#144),to-read
Jen,"Hyperion (Hyperion Cantos, #1)",Dan Simmons,0553283685,0,4.23,Bantam Spectra,482,1990,9/9/13,to-read,to-read (#143),to-read
Jen,"The Warded Man (Demon Cycle, #1)",Peter V. Brett,0345503805,0,4.26,Random House,416,2009,9/9/13,to-read,to-read (#142),to-read
Jen,"Oath of Fealty (Paladin's Legacy, #1)",Elizabeth Moon,0345508742,0,4.1,Del Rey Books,471,2010,9/9/13,to-read,to-read (#141),to-read
Jen,"The Last Dragonlord (Dragonlord, #1)",Joanne Bertin,0812545419,0,4.02,Tor Fantasy,471,1999,9/9/13,to-read,to-read (#140),to-read
Jen,"The Dream Thieves (The Raven Cycle, #2)",Maggie Stiefvater,0545424941,0,4.26,Scholastic Press,439,2013,9/9/13,to-read,to-read (#139),to-read
Jen,"The Raven Boys (The Raven Cycle, #1)",Maggie Stiefvater,0545424925,0,4.06,Scholastic Press,409,2012,9/9/13,to-read,to-read (#138),to-read
Jen,"The War of the Jewels (The History of Middle-Earth, #11)",J.R.R. Tolkien,0395710413,0,3.92,Houghton Mifflin Harcourt,470,1994,9/2/13,to-read,to-read (#137),to-read
Jen,"Morgoth's Ring (The History of Middle-Earth, #10)",J.R.R. Tolkien,0395680921,0,4.13,Houghton Mifflin Harcourt,478,1993,9/2/13,to-read,to-read (#136),to-read
Jen,"The End of the Third Age: The History of The Lord of the Rings, Part Four (The History of Middle-earth, #9a)",J.R.R. Tolkien,0618083561,0,4.08,Houghton Mifflin Harcourt,176,2000,9/2/13,to-read,to-read (#135),to-read
Jen,"The Return of the Shadow: The History of The Lord of the Rings, Part One (The History of Middle-Earth, #6)",J.R.R. Tolkien,061808357X,0,4.03,Houghton Mifflin,512,2000,9/2/13,to-read,to-read (#133),to-read
Jen,"The War of the Ring (The History of Middle-Earth, #8)",J.R.R. Tolkien,0261102230,0,4.14,HarperCollins,476,2002,9/2/13,to-read,to-read (#134),to-read
Jen,"The Lost Road and Other Writings (The History of Middle-Earth, #5)",J.R.R. Tolkien,0048233498,0,3.97,Unwin Paperbacks,455,1987,9/2/13,to-read,to-read (#132),to-read
Jen,"The Shaping of Middle-Earth (The History of Middle-Earth, #4)",J.R.R. Tolkien,0261102184,0,4.01,Houghton Mifflin Company,400,2002,9/2/13,to-read,to-read (#131),to-read
Jen,"The Book of Lost Tales, Part Two (The History of Middle-Earth, #2)",J.R.R. Tolkien,,0,3.86,Del Rey,391,1992,9/2/13,to-read,to-read (#129),to-read
Jen,"The Lays of Beleriand (The History of Middle-Earth, #3)",J.R.R. Tolkien,0395394295,0,3.97,Houghton Mifflin Harcourt,393,1985,9/2/13,to-read,to-read (#130),to-read
Jen,"The Book of Lost Tales, Part One (The History of Middle-Earth, #1)",J.R.R. Tolkien,0345375211,0,3.83,Del Rey/Ballantine Books,367,1992,9/2/13,to-read,to-read (#128),to-read
Jen,"Destroyer of Worlds (Kingdom of the Serpent, #3)",Mark Chadbourn,0575076798,0,4.11,,,,9/2/13,to-read,to-read (#127),to-read
Jen,"The Burning Man (Kingdom of the Serpent, #2)",Mark Chadbourn,0575079495,0,4.03,,352,,9/2/13,to-read,to-read (#126),to-read
Jen,"Jack of Ravens (Kingdom of the Serpent, #1)",Mark Chadbourn,0575076763,0,3.92,Pyr,,,9/2/13,to-read,to-read (#125),to-read
Jen,"The Endless Knot (The Song of Albion, #3)",Stephen R. Lawhead,1595542213,0,4.17,Thomas Nelson,439,2006,9/2/13,to-read,to-read (#124),to-read
Jen,"The Silver Hand (The Song of Albion, #2)",Stephen R. Lawhead,1595542205,0,4.23,WestBow Press,448,2006,9/2/13,to-read,to-read (#123),to-read
Jen,"The Paradise War (The Song of Albion, #1)",Stephen R. Lawhead,1595542191,0,4.04,WestBow Press,444,2006,9/2/13,to-read,to-read (#122),to-read
Jen,"Pendragon (The Pendragon Cycle, #4)",Stephen R. Lawhead,0380717573,0,3.95,Avon,448,1995,9/2/13,to-read,to-read (#121),to-read
Jen,"Merlin (The Pendragon Cycle, #2)",Stephen R. Lawhead,0310205069,0,4.08,Zondervan,484,1996,9/2/13,to-read,to-read (#119),to-read
Jen,"Arthur (The Pendragon Cycle, #3)",Stephen R. Lawhead,0380708906,0,4,Avon Fantasy,448,1990,9/2/13,to-read,to-read (#120),to-read
Jen,Taliesin (The Pendragon Cycle #1),Stephen R. Lawhead,038070613X,0,3.99,Harper Voyager,496,1998,9/2/13,to-read,to-read (#118),to-read
Jen,"Tuck (King Raven, #3)",Stephen R. Lawhead,1595540873,0,4.09,Thomas Nelson Inc,452,2009,9/2/13,to-read,to-read (#117),to-read
Jen,"Scarlet (King Raven, #2)",Stephen R. Lawhead,1595540865,0,4.01,Thomas Nelson Inc,443,2007,9/2/13,to-read,to-read (#116),to-read
Jen,"Hood (King Raven, #1)",Stephen R. Lawhead,1595540857,0,3.88,Westbow Pr,490,2006,9/2/13,to-read,to-read (#115),to-read
Jen,"The Legend of Eli Monpress (The Legend of Eli Monpress, #1-3)",Rachel Aaron,0316193577,0,4.16,Orbit,1040,2012,9/1/13,to-read,to-read (#114),to-read
Jen,"The Mageborn Traitor (Exiles, #2)",Melanie Rawn,033034420X,0,4.15,Pan Books,755,1997,9/1/13,to-read,to-read (#113),to-read
Jen,"Skybowl (Dragon Star, #3)",Melanie Rawn,0330333186,0,4.09,Tor,,1995,9/1/13,to-read,to-read (#112),to-read
Jen,"The Dragon Token (Dragon Star, #2)",Melanie Rawn,0330328980,0,4.1,Pan Books,592,1995,9/1/13,to-read,to-read (#111),to-read
Jen,"Sunrunner's Fire (Dragon Prince, #3)",Melanie Rawn,0756403057,0,4.1,DAW,496,2005,9/1/13,to-read,to-read (#110),to-read
Jen,"The Star Scroll (Dragon Prince, #2)",Melanie Rawn,0756403049,0,4.08,DAW,560,2005,9/1/13,to-read,to-read (#109),to-read
Jen,"Stronghold (Dragon Star, #1)",Melanie Rawn,0886774829,0,4.03,DAW,592,1991,9/1/13,to-read,to-read (#108),to-read
Jen,"Dragon Prince (Dragon Prince, #1)",Melanie Rawn,0756403014,0,3.95,DAW Trade,576,2005,9/1/13,to-read,to-read (#107),to-read
Jen,"Elfsorrow (Legends of the Raven, #1)",James Barclay,0575073985,0,4.01,Pyr,421,2010,9/1/13,to-read,to-read (#106),to-read
Jen,"Brisingr (The Inheritance Cycle, #3)",Christopher Paolini,0375826726,0,4.05,Alfred A. Knopf,748,2008,9/1/13,to-read,to-read (#104),to-read
Jen,"Inheritance (The Inheritance Cycle, #4)",Christopher Paolini,0375856110,0,4.1,Alfred A. Knopf,849,2011,9/1/13,to-read,to-read (#105),to-read
Jen,"Eldest (The Inheritance Cycle, #2)",Christopher Paolini,0375840400,0,3.98,Knopf Books for Young Readers,704,2007,9/1/13,to-read,to-read (#103),to-read
Jen,"Through Wolf's Eyes (Firekeeper Saga, #1)",Jane Lindskold,0812575482,0,3.97,Tor Books,579,2002,9/1/13,to-read,to-read (#102),to-read
